,b_major,b_minor,t_building,t_floor,interval,rssi,testid,timestamp,t_x,t_y,beacon_id,b_floor,b_x,b_y
136,1000,541,31,1,5,-94,1-11,2019-06-05 15:29:07,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
137,1000,531,31,1,5,-69,1-11,2019-06-05 15:29:07,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
138,1000,594,31,1,5,-83,1-11,2019-06-05 15:29:07,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
139,1000,573,31,1,5,-77,1-11,2019-06-05 15:29:08,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
140,1000,594,31,1,5,-83,1-11,2019-06-05 15:29:08,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
141,1000,514,31,1,5,-78,1-11,2019-06-05 15:29:09,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
142,1000,575,31,1,5,-89,1-11,2019-06-05 15:29:09,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
143,1000,573,31,1,5,-78,1-11,2019-06-05 15:29:09,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
144,1000,594,31,1,5,-83,1-11,2019-06-05 15:29:10,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
145,1000,531,31,1,5,-68,1-11,2019-06-05 15:29:10,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
146,1000,575,31,1,5,-87,1-11,2019-06-05 15:29:10,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
147,1000,573,31,1,5,-77,1-11,2019-06-05 15:29:11,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
148,1000,594,31,1,5,-86,1-11,2019-06-05 15:29:11,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
149,1000,531,31,1,5,-68,1-11,2019-06-05 15:29:11,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
150,1000,514,31,1,5,-77,1-11,2019-06-05 15:29:12,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
151,1000,541,31,1,5,-93,1-12,2019-06-05 15:29:16,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
152,1000,531,31,1,5,-68,1-12,2019-06-05 15:29:17,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
153,1000,514,31,1,5,-73,1-12,2019-06-05 15:29:17,26.169325,64.530086,A0:E6:F8:69:9B:27,1.0,7.757860905176678,59.80035305021886
154,1000,575,31,1,5,-86,1-12,2019-06-05 15:29:18,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
155,1000,594,31,1,5,-83,1-12,2019-06-05 15:29:18,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
156,1000,541,31,1,5,-92,1-12,2019-06-05 15:29:18,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
157,1000,573,31,1,5,-78,1-12,2019-06-05 15:29:19,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
158,1000,575,31,1,5,-86,1-12,2019-06-05 15:29:19,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
159,1000,573,31,1,5,-79,1-12,2019-06-05 15:29:19,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
160,1000,594,31,1,5,-83,1-12,2019-06-05 15:29:19,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
161,1000,575,31,1,5,-86,1-13,2019-06-05 15:29:24,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
162,1000,594,31,1,5,-84,1-13,2019-06-05 15:29:25,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
163,1000,573,31,1,5,-79,1-13,2019-06-05 15:29:25,26.169325,64.530086,A0:E6:F8:69:F1:0C,1.0,29.50762144674296,52.3106532787198
164,1000,541,31,1,5,-94,1-13,2019-06-05 15:29:25,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
165,1000,575,31,1,5,-85,1-13,2019-06-05 15:29:26,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
166,1000,594,31,1,5,-83,1-13,2019-06-05 15:29:26,26.169325,64.530086,A0:E6:F8:69:9C:00,1.0,29.384043845699672,43.59313259180229
167,1000,531,31,1,5,-68,1-13,2019-06-05 15:29:26,26.169325,64.530086,A0:E6:F8:69:F8:88,1.0,26.047434320772965,66.67614347374641
168,1000,541,31,1,5,-93,1-13,2019-06-05 15:29:27,26.169325,64.530086,A0:E6:F8:69:F9:CE,1.0,29.26046624465638,9.09139753922206
169,1000,575,31,1,5,-86,1-13,2019-06-05 15:29:27,26.169325,64.530086,A0:E6:F8:69:F4:0D,1.0,29.50762144674296,28.859295811423596
