,testid,timestamp,interval,t_building,t_floor,t_x,t_y,beacon_id,b_major,b_minor,b_floor,b_x,b_y,shapiro,mean,dev
131,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:F5:5A,1000,513,2.0,28.998072945704866,12.70012829200907,0.6274257302284241,-90.71428571428571,2.962348764761103
132,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:F9:CE,1000,541,1.0,29.260466244656378,9.09139753922206,0.01945941150188446,-96.44,3.67782544447123
133,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:8E:63,1000,500,2.0,29.22119240943289,32.517628184836234,0.4495077431201935,-101.6,2.4711670657134186
134,38,0000-01-01 00:00:00,0,31,2.0,14.879845999999999,13.310232000000001,A0:E6:F8:69:F9:DD,1000,569,2.0,7.6902480602030305,22.942882404540125,0.28296080231666565,-93.91666666666667,3.978239420760004
135,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:8E:63,1000,500,2.0,29.22119240943289,32.517628184836234,0.24090752005577087,-95.21428571428571,5.273634846080635
136,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:A1:C7,1000,539,1.0,10.476580637792203,7.495236031035186,0.16369114816188812,-95.15625,4.280109337096425
137,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:A1:F6,1000,509,2.0,29.555868497598077,23.05421402541993,0.021127974614501,-95.3076923076923,4.713068825243197
138,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:9F:A8,1000,503,2.0,8.136485433945664,32.07229239783894,0.5301979780197144,-100.18181818181819,1.7999081702930302
139,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:F5:5A,1000,513,2.0,28.998072945704866,12.70012829200907,0.0011332285357639194,-86.73076923076923,5.495156554833555
140,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:F9:CE,1000,541,1.0,29.260466244656378,9.09139753922206,0.14788566529750824,-90.3,7.51065909225016
141,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:F8:F5,1000,555,2.0,12.041060512051926,12.588790468810554,0.0635792464017868,-93.77777777777777,3.9938223901358727
142,39,0000-01-01 00:00:00,0,31,2.0,23.071236,13.791104,A0:E6:F8:69:F4:0D,1000,575,1.0,29.50762144674296,28.859295811423603,0.555895209312439,-99.3,3.034798181098704
143,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:F5:5A,1000,513,2.0,28.998072945704866,12.70012829200907,0.0020548447500914335,-78.675,5.001937124754769
144,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:8E:63,1000,500,2.0,29.22119240943289,32.517628184836234,0.6065383553504944,-86.0909090909091,5.93583690641971
145,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:A1:BB,1000,564,2.0,25.539735241341237,53.89381108505226,0.11314357817173004,-104.0,1.2649110640673518
146,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:F4:0D,1000,575,1.0,29.50762144674296,28.859295811423603,0.4551071226596832,-92.4,5.4258639865002145
147,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:A1:F6,1000,509,2.0,29.555868497598077,23.05421402541993,0.002640188205987215,-82.58064516129032,4.39041620150944
148,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:F9:CE,1000,541,1.0,29.260466244656378,9.09139753922206,0.26331546902656555,-89.71428571428571,4.462999814803802
149,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:9F:A8,1000,503,2.0,8.136485433945664,32.07229239783894,0.49251171946525574,-99.77777777777777,2.678215731820878
150,40,0000-01-01 00:00:00,0,31,2.0,28.050317,18.599851,A0:E6:F8:69:F9:90,1000,522,2.0,26.432208435113072,41.86970917279304,0.1604725867509842,-99.22222222222223,3.0286695934308914
151,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:9C:00,1000,594,1.0,29.384043845699672,43.593132591802295,0.7959414124488831,-97.91666666666667,3.1611794563984428
152,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:F9:A1,1000,552,1.0,8.252173096444572,26.403657531747374,0.15137161314487457,-100.66666666666667,2.0548046676563256
153,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:F5:5A,1000,513,2.0,28.998072945704866,12.70012829200907,0.2725333273410797,-89.96875,4.946491022684667
154,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:9B:D0,1000,524,1.0,7.263547820361415,33.15666546422749,0.0737876445055008,-101.27272727272727,2.415514591924804
155,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:F9:90,1000,522,2.0,26.432208435113072,41.86970917279304,0.1606694757938385,-94.23076923076923,4.281513861561768
156,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:F4:0D,1000,575,1.0,29.50762144674296,28.859295811423603,0.0022925017401576042,-85.45161290322581,4.696180394934696
157,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:8E:63,1000,500,2.0,29.22119240943289,32.517628184836234,0.16374947130680084,-73.82352941176471,5.818179360647484
158,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:F9:CE,1000,541,1.0,29.260466244656378,9.09139753922206,0.2548634707927704,-98.95652173913044,2.6453940426393494
159,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:A1:F6,1000,509,2.0,29.555868497598077,23.05421402541993,0.0004579471133183688,-86.0,5.7955358073363366
160,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:9F:A8,1000,503,2.0,8.136485433945664,32.07229239783894,0.014442721381783485,-85.72727272727273,5.293064228367141
161,41,0000-01-01 00:00:00,0,31,2.0,27.56847,30.461422999999996,A0:E6:F8:69:A1:BB,1000,564,2.0,25.539735241341237,53.89381108505226,0.9845955967903137,-99.5,3.0230595245361758
162,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:F5:5A,1000,513,2.0,28.998072945704866,12.70012829200907,0.3624230623245239,-94.52631578947368,3.971853883100191
163,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:8E:63,1000,500,2.0,29.22119240943289,32.517628184836234,0.5500891208648682,-91.43243243243244,4.874315145466746
164,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:9C:00,1000,594,1.0,29.384043845699672,43.593132591802295,0.7142572402954102,-92.39393939393939,4.478496730603236
165,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:F1:0C,1000,573,1.0,29.50762144674296,52.3106532787198,0.00528908334672451,-87.975,6.717467900928146
166,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:A1:BB,1000,564,2.0,25.539735241341237,53.89381108505226,0.12483902275562286,-84.97435897435898,5.7310990555004295
167,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:F9:90,1000,522,2.0,26.432208435113072,41.86970917279304,0.029342664405703545,-85.97560975609755,4.480242833564906
168,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:A1:F6,1000,509,2.0,29.555868497598077,23.05421402541993,0.1964908093214035,-99.4090909090909,1.8987816885641295
169,42,0000-01-01 00:00:00,0,31,2.0,28.050317,46.169995,A0:E6:F8:69:F4:0D,1000,575,1.0,29.50762144674296,28.859295811423603,0.6510725021362305,-100.0,3.6193922141707713
170,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:9E:B5,1000,589,2.0,8.582722807688299,53.89381108505226,0.00022144352260511369,-83.55555555555556,4.702507867820486
171,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:F5:73,1000,511,1.0,7.757860905176678,43.34756805360252,0.09793669730424881,-90.68627450980392,4.1891091105783635
172,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:F4:03,1000,508,2.0,11.26014549643067,43.20572118552391,0.0003670510195661336,-87.08196721311475,5.882162761520917
173,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:F9:A1,1000,552,1.0,8.252173096444572,26.403657531747374,0.45328274369239807,-96.94871794871794,3.441442139186732
174,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:F9:DD,1000,569,2.0,7.6902480602030305,22.942882404540125,0.21167415380477905,-97.53125,3.2111560904913983
175,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:8E:63,1000,500,2.0,29.22119240943289,32.517628184836234,0.33067771792411804,-100.9047619047619,1.9248936125150224
176,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:9B:27,1000,514,1.0,7.757860905176678,59.80035305021886,0.05142062157392502,-96.28571428571429,3.917516914514882
177,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:9B:D0,1000,524,1.0,7.263547820361415,33.15666546422749,0.14491884410381317,-99.88235294117646,2.784037544988055
178,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:F8:F5,1000,555,2.0,12.041060512051926,12.588790468810554,0.07762402296066284,-101.76470588235294,1.698768126846312
179,43,0000-01-01 00:00:00,0,31,2.0,9.900766,47.772912,A0:E6:F8:69:9F:A8,1000,503,2.0,8.136485433945664,32.07229239783894,0.09374763816595078,-91.57142857142857,4.499433070863892
180,47,0000-01-01 00:00:00,0,31,2.0,13.477433999999999,52.49706,A0:E6:F8:69:9B:27,1000,514,1.0,7.757860905176678,59.80035305021886,0.6679195165634155,-91.27272727272727,2.259964162664737
181,47,0000-01-01 00:00:00,0,31,2.0,13.477433999999999,52.49706,A0:E6:F8:69:9E:B5,1000,589,2.0,8.582722807688299,53.89381108505226,0.16192509233951569,-83.45454545454545,5.140987460217707
182,58,0000-01-01 00:00:00,0,31,1.0,9.855012,28.149092,A0:E6:F8:69:F9:A1,1000,552,1.0,8.252173096444572,26.403657531747374,0.1698445975780487,-71.0,4.451761653343743
183,58,0000-01-01 00:00:00,0,31,1.0,9.855012,28.149092,A0:E6:F8:69:9B:D0,1000,524,1.0,7.263547820361415,33.15666546422749,0.04024047404527664,-81.36363636363636,1.9198829165402616
184,60,0000-01-01 00:00:00,0,31,1.0,8.853477,44.733794,A0:E6:F8:69:9F:A8,1000,503,2.0,8.136485433945664,32.07229239783894,0.09163474291563034,-90.27272727272727,2.6659778724754872
185,60,0000-01-01 00:00:00,0,31,1.0,8.853477,44.733794,A0:E6:F8:69:F9:A1,1000,552,1.0,8.252173096444572,26.403657531747374,0.7282769680023193,-85.0,3.2293298729878046
186,63,0000-01-01 00:00:00,0,31,1.0,10.188857,63.585071,A0:E6:F8:69:9E:B5,1000,589,2.0,8.582722807688299,53.89381108505226,0.6180018186569214,-96.2,3.1559467676119
187,63,0000-01-01 00:00:00,0,31,1.0,10.188857,63.585071,A0:E6:F8:69:F8:88,1000,531,1.0,26.04743432077296,66.67614347374641,0.8935483694076538,-88.76923076923077,3.3317550504165716
188,63,0000-01-01 00:00:00,0,31,1.0,10.188857,63.585071,A0:E6:F8:69:9B:27,1000,514,1.0,7.757860905176678,59.80035305021886,0.648767352104187,-80.2,1.98997487421324
